case,cohort,uma,deck,base_seed,run,variant,rule_seed,score,skill_pt,rmj_ok,free_race_ok,friend_all,five,error
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,base,3733129003601523956,67561,8392,3,true,true,3337/954/1953/1808/2434,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200,3733129003601523956,67561,8392,3,true,true,3337/954/1953/1808/2434,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1,3733129003601523956,67561,8392,3,true,true,3337/954/1953/1808/2434,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1-supermode3,3733129003601523956,67651,8397,3,true,true,3337/954/2026/2015/2213,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1-supermode1,3733129003601523956,67561,8392,3,true,true,3337/954/1953/1808/2434,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,base,8032198988445459600,67305,8251,3,true,true,3180/1058/2200/1678/2345,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200,8032198988445459600,67305,8251,3,true,true,3180/1058/2200/1678/2345,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1,8032198988445459600,67305,8251,3,true,true,3180/1058/2200/1678/2345,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1-supermode3,8032198988445459600,67364,8256,3,true,true,3068/1058/2199/1876/2345,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1-supermode1,8032198988445459600,67364,8256,3,true,true,3068/1058/2199/1876/2345,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,base,11710222705336485585,66369,8283,3,true,true,3337/1177/2200/999/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200,11710222705336485585,66587,8242,3,true,true,3304/1319/2200/999/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1,11710222705336485585,66587,8242,3,true,true,3304/1319/2200/999/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1-supermode3,11710222705336485585,66147,8228,3,true,true,3337/980/2042/1403/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1-supermode1,11710222705336485585,66668,8219,3,true,true,3337/1139/2126/1199/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,base,2697512405107248229,69808,8757,3,true,true,3337/1178/2200/1345/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200,2697512405107248229,69808,8757,3,true,true,3337/1178/2200/1345/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1,2697512405107248229,69808,8757,3,true,true,3337/1178/2200/1345/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1-supermode3,2697512405107248229,70747,8778,3,true,true,3337/1178/2200/1548/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1-supermode1,2697512405107248229,70747,8778,3,true,true,3337/1178/2200/1548/2445,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,base,14419413606146738552,64982,8451,3,true,true,3337/2400/2200/1118/705,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200,14419413606146738552,66255,8439,3,true,true,3337/2400/2147/1118/1046,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1,14419413606146738552,66255,8439,3,true,true,3337/2400/2147/1118/1046,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1-supermode3,14419413606146738552,66255,8439,3,true,true,3337/2400/2147/1118/1046,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1-supermode1,14419413606146738552,65564,8447,3,true,true,3337/2400/1948/1256/1028,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,base,12373669561848944251,68696,8761,3,true,true,3337/2400/2068/1242/1383,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200,12373669561848944251,68696,8761,3,true,true,3337/2400/2068/1242/1383,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1,12373669561848944251,68696,8761,3,true,true,3337/2400/2068/1242/1383,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1-supermode3,12373669561848944251,68696,8761,3,true,true,3337/2400/2068/1242/1383,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1-supermode1,12373669561848944251,68696,8761,3,true,true,3337/2400/2068/1242/1383,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,base,12486764532719229872,70366,8910,3,true,true,3337/2400/2200/1174/1473,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200,12486764532719229872,70366,8910,3,true,true,3337/2400/2200/1174/1473,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1,12486764532719229872,70366,8910,3,true,true,3337/2400/2200/1174/1473,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1-supermode3,12486764532719229872,70366,8910,3,true,true,3337/2400/2200/1174/1473,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1-supermode1,12486764532719229872,70239,8947,3,true,true,3337/2400/2200/1153/1461,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,base,12940102340095854509,66354,8626,3,true,true,3337/2060/2178/996/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1-supermode3,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1-supermode1,12940102340095854509,66675,8594,3,true,true,3331/2240/2127/1082/1404,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,base,8873282998567483677,67175,8743,3,true,true,3337/2192/2141/1113/1471,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200,8873282998567483677,67544,8838,3,true,true,3337/2126/2200/1092/1554,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1,8873282998567483677,67544,8838,3,true,true,3337/2126/2200/1092/1554,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1-supermode3,8873282998567483677,67544,8838,3,true,true,3337/2126/2200/1092/1554,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1-supermode1,8873282998567483677,67448,8815,3,true,true,3337/2126/2200/1092/1544,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,base,13710970680498987367,67244,8669,3,true,true,3337/2233/2200/955/1521,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200,13710970680498987367,69062,8655,3,true,true,3337/2400/2200/1080/1524,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1,13710970680498987367,69009,8620,3,true,true,3337/2400/2200/1075/1521,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1-supermode3,13710970680498987367,68952,8606,3,true,true,3337/2400/2200/1075/1515,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1-supermode1,13710970680498987367,68952,8606,3,true,true,3337/2400/2200/1075/1515,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,base,10823615099228803976,67582,8643,3,true,true,3337/2400/2200/1145/1064,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200,10823615099228803976,67246,8508,3,true,true,3337/2400/2200/1145/1064,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1,10823615099228803976,67350,8527,3,true,true,3337/2400/2200/1145/1064,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1-supermode3,10823615099228803976,67113,8494,3,true,true,3337/2400/2200/1119/1064,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1-supermode1,10823615099228803976,67113,8494,3,true,true,3337/2400/2200/1119/1064,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,base,10023678539875234051,70146,8906,3,true,true,3337/2400/2200/1248/1468,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200,10023678539875234051,70146,8906,3,true,true,3337/2400/2200/1248/1468,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1,10023678539875234051,70146,8906,3,true,true,3337/2400/2200/1248/1468,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1-supermode3,10023678539875234051,70146,8906,3,true,true,3337/2400/2200/1248/1468,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1-supermode1,10023678539875234051,70146,8906,3,true,true,3337/2400/2200/1248/1468,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,base,9293534722653228498,67714,8629,3,true,true,3337/2182/2200/1071/1625,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200,9293534722653228498,67501,8623,3,true,true,3337/2080/2200/951/1827,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1,9293534722653228498,67501,8623,3,true,true,3337/2080/2200/951/1827,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1-supermode3,9293534722653228498,67501,8623,3,true,true,3337/2080/2200/951/1827,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1-supermode1,9293534722653228498,67261,8580,3,true,true,3337/2067/2200/951/1817,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,base,12846458954284569627,67787,8765,3,true,true,3337/2400/2200/1092/1245,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200,12846458954284569627,67787,8765,3,true,true,3337/2400/2200/1092/1245,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1,12846458954284569627,67787,8765,3,true,true,3337/2400/2200/1092/1245,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1-supermode3,12846458954284569627,67526,8768,3,true,true,3337/2400/2200/1225/1046,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1-supermode1,12846458954284569627,67526,8768,3,true,true,3337/2400/2200/1225/1046,
